sessionID,siteID,utilization_rate,tariff,multiplier,pricing_signal,revenue_inr,dynamic_revenue_inr
1_1_179_791_2021-08-18 20:38:33.226416,jpl,0.9990188262709266,26.94,1.7961,SURGE,397.09499999999997,713.18262
2_39_131_30_2021-08-16 00:55:41.530525,caltech,0.9993798834180825,26.96,1.7975,SURGE,201.075,361.3988
1_1_193_816_2021-08-19 15:41:10.582405,jpl,0.8190333233263284,16.14,1.0761,SURGE,154.335,166.06446
2_39_79_378_2020-02-27 17:33:58.446056,caltech,0.7960473977306035,14.95,0.9968,NORMAL,132.03,131.5899
1_1_179_779_2021-07-08 17:50:38.039049,jpl,0.9982946793997272,26.9,1.7932,SURGE,69.52499999999999,124.68149999999999
2_39_88_24_2020-02-28 18:44:37.970651,caltech,0.9991379310344828,26.95,1.7966,SURGE,161.715,290.54795
2_39_138_29_2021-07-02 20:55:36.404515,caltech,0.6347732952516959,13.02,0.8678,NORMAL,92.69999999999999,80.4636
1_1_179_801_2021-06-21 21:20:55.492669,jpl,0.9987983657774574,26.93,1.7952,SURGE,429.045,770.2787900000001
2_39_131_30_2021-02-27 17:56:08.450428,caltech,0.9986195472114854,26.92,1.7945,SURGE,106.2,190.5936
2_39_129_17_2021-07-21 17:10:40.669416,caltech,0.9991928974979822,26.95,1.7968,SURGE,177.84,319.5192
2_39_124_22_2020-03-10 18:21:35.374304,caltech,1.0,27.0,1.8,SURGE,159.01500000000001,286.22700000000003
1_1_178_824_2021-06-28 15:31:57.372975,jpl,0.9996002214158313,26.98,1.7984,SURGE,277.90500000000003,499.85846000000004
2_39_79_377_2020-02-26 17:04:20.286210,caltech,0.21723994399667007,13.34,0.8897,DISCOUNT,75.46499999999999,67.11354
1_1_193_816_2021-08-09 21:24:44.751001,jpl,0.4228585236196689,10.47,0.6983,NORMAL,34.875,24.342750000000002
1_1_193_825_2021-06-17 15:06:58.712769,jpl,0.9733109296236958,25.4,1.6932,SURGE,78.525,132.969
2_39_131_30_2021-08-16 15:22:08.535338,caltech,0.31257567894827887,9.15,0.6101,NORMAL,13.275,8.09775
2_39_81_4550_2021-02-11 02:28:54.108029,caltech,1.0,27.0,1.8,SURGE,320.47499999999997,576.8549999999999
1_1_179_783_2021-07-29 13:13:45.570845,jpl,0.8229340409401062,16.38,1.0917,SURGE,483.12,527.5670399999999
1_1_191_808_2021-08-02 22:46:26.516401,jpl,1.0,27.0,1.8,SURGE,27.345,49.221
2_39_125_21_2021-01-11 20:14:44.289706,caltech,0.9850586979722519,26.1,1.7402,SURGE,24.72,43.0128
1_1_179_791_2021-07-09 17:28:01.142584,jpl,0.1572176295064325,12.14,0.8096,DISCOUNT,43.275,35.0239
2_39_138_29_2021-07-04 20:58:30.656932,caltech,0.9986446191379778,26.92,1.7946,SURGE,53.385000000000005,95.80828000000001
2_39_127_19_2020-02-26 16:56:07.549745,caltech,0.1746914747103778,12.49,0.8329,DISCOUNT,84.58500000000001,70.43111
1_1_178_823_2021-06-15 15:03:45.520871,jpl,0.46755618391210857,11.01,0.734,NORMAL,192.48000000000002,141.28032000000002
1_1_178_817_2021-07-06 20:56:52.193019,jpl,0.8641132224861441,18.85,1.2565,SURGE,156.945,197.22755
2_39_129_17_2021-06-18 15:26:06.420473,caltech,0.3994974874371859,10.19,0.6796,NORMAL,132.54,90.03884
1_1_191_807_2021-06-04 14:55:06.987864,jpl,0.40387161576039815,10.25,0.6831,NORMAL,114.075,77.95125
1_1_179_787_2021-07-01 19:15:16.191049,jpl,0.8660567546839049,18.96,1.2642,SURGE,190.45499999999998,240.73512
1_1_193_825_2021-06-28 16:13:42.323984,jpl,0.9984917043740573,26.91,1.794,SURGE,39.615,71.06931
1_1_194_826_2021-08-09 11:53:17.307069,jpl,0.798048473402581,14.98,0.9984,NORMAL,776.46,775.4247200000001
2_39_79_379_2021-06-20 21:28:17.258284,caltech,0.9989993996397839,26.94,1.796,SURGE,69.43499999999999,124.70526
2_39_131_30_2021-09-08 23:51:12.632598,caltech,0.648787002003116,13.19,0.879,NORMAL,30.900000000000002,27.1714
1_1_193_827_2021-08-03 21:57:56.371657,jpl,0.9996235506700799,26.98,1.7985,SURGE,327.6,589.2432
1_1_193_816_2021-09-09 17:13:38.504221,jpl,0.43980111768573305,10.68,0.7118,NORMAL,166.785,118.75092
2_39_131_30_2021-04-07 17:13:57.545704,caltech,0.19039126675313447,12.81,0.8539,DISCOUNT,91.11,77.80794
2_39_89_25_2021-08-12 15:42:04.063159,caltech,0.09833314434743168,10.97,0.7311,DISCOUNT,102.255,74.78249000000001
1_1_193_820_2021-06-11 10:08:35.701510,jpl,0.6461348684210526,13.15,0.8769,NORMAL,196.26,172.0546
2_39_81_4550_2021-04-08 00:18:14.444328,caltech,1.0,27.0,1.8,SURGE,63.705,114.669
1_1_193_819_2021-06-09 14:55:56.786171,jpl,0.9998452251973378,26.99,1.7994,SURGE,666.5999999999999,1199.4355999999998
1_1_179_797_2021-06-22 13:12:11.244188,jpl,0.24451386964299213,13.89,0.926,DISCOUNT,237.82500000000002,220.22595
2_39_81_4550_2021-01-09 20:24:10.652710,caltech,1.0,27.0,1.8,SURGE,354.675,638.415
2_39_81_4550_2021-05-06 00:58:33.580348,caltech,1.0,27.0,1.8,SURGE,81.03,145.854
2_39_79_380_2021-02-20 00:48:30.715066,caltech,1.0,27.0,1.8,SURGE,17.099999999999998,30.779999999999998
2_39_79_379_2020-12-20 17:57:52.001861,caltech,0.5889918406859356,12.47,0.8312,NORMAL,52.68,43.79464
1_1_179_779_2021-08-26 02:05:36.640212,jpl,0.9939831528279182,26.64,1.7759,SURGE,19.98,35.484480000000005
2_39_79_379_2021-06-07 16:02:20.480951,caltech,1.0,27.0,1.8,SURGE,101.10000000000001,181.98000000000002
2_39_126_20_2021-08-03 17:19:26.505134,caltech,0.9927942353883107,26.57,1.7712,SURGE,8.715,15.437169999999998
2_39_79_380_2021-07-20 16:58:48.356758,caltech,0.5783365570599613,12.34,0.8227,NORMAL,121.42500000000001,99.8923
1_1_178_823_2021-08-25 12:50:52.289778,jpl,0.3404220061864781,9.49,0.6323,NORMAL,77.805,49.224630000000005
1_1_179_797_2021-06-28 14:10:57.734202,jpl,0.9142986173834502,21.86,1.4572,SURGE,572.76,834.70224
1_1_193_819_2021-09-07 14:24:55.540709,jpl,0.9996613613274635,26.98,1.7986,SURGE,225.75,406.04900000000004
2_39_139_28_2021-08-01 02:12:15.655900,caltech,0.997560975609756,26.85,1.7902,SURGE,26.13,46.7727
2_39_78_367_2021-04-12 04:52:31.284700,caltech,0.7698433420365536,14.64,0.9759,NORMAL,13.620000000000001,13.293120000000002
1_1_193_827_2021-06-15 12:22:33.773265,jpl,0.4565058657450226,10.88,0.7252,NORMAL,112.60499999999999,81.67616
2_39_127_19_2020-02-25 17:08:27.103637,caltech,0.18942828707287404,12.79,0.8526,DISCOUNT,90.93,77.53298
2_39_92_436_2020-02-26 18:25:46.130929,caltech,0.11131411557720935,11.23,0.7484,DISCOUNT,36.57,27.378740000000004
1_1_191_795_2021-07-08 16:35:31.426578,jpl,0.9995031741650566,26.97,1.798,SURGE,436.63500000000005,785.06973
1_1_193_820_2021-07-09 15:51:20.018977,jpl,0.9994754511120436,26.97,1.7979,SURGE,63.419999999999995,114.02915999999999
2_39_139_28_2021-02-01 19:25:29.669916,caltech,0.2627748014040273,14.26,0.9504,DISCOUNT,92.38499999999999,87.82733999999999
2_39_81_4550_2021-03-17 03:33:02.367207,caltech,1.0,27.0,1.8,SURGE,218.49,393.28200000000004
2_39_81_4550_2021-08-29 23:30:02.725518,caltech,1.0,27.0,1.8,SURGE,625.62,1126.116
1_1_179_797_2021-08-23 15:20:48.852390,jpl,0.2444435928877989,13.89,0.9259,DISCOUNT,123.96,114.78696
1_1_193_819_2021-08-26 14:25:55.270502,jpl,0.6603534869455201,13.32,0.8883,NORMAL,230.04,204.27552
2_39_81_4550_2021-09-11 19:26:25.727428,caltech,1.0,27.0,1.8,SURGE,589.74,1061.5320000000002
2_39_125_21_2021-06-11 16:29:51.687533,caltech,0.4635235125053507,10.96,0.7308,NORMAL,184.41,134.74224
1_1_191_793_2021-06-22 19:23:26.388641,jpl,0.9957474648348054,26.74,1.783,SURGE,69.87,124.55492
1_1_193_820_2021-06-03 11:41:06.942557,jpl,0.9989066557332238,26.93,1.7956,SURGE,187.65,336.8943
2_39_127_19_2021-03-18 16:41:39.328546,caltech,0.9900110987791344,26.4,1.76,SURGE,193.53,340.61279999999994
2_39_139_28_2021-04-28 19:19:24.910459,caltech,0.06059041629511428,10.21,0.6808,DISCOUNT,10.575,7.19805
2_39_125_21_2021-07-10 21:48:44.053177,caltech,1.0,27.0,1.8,SURGE,49.455000000000005,89.019
1_1_194_821_2021-08-24 16:38:21.620052,jpl,0.6865415286467919,13.64,0.9092,NORMAL,118.095,107.38772
2_39_79_383_2021-05-20 04:21:53.543524,caltech,0.902391882097125,21.14,1.4096,SURGE,426.135,600.5662599999999
1_1_191_789_2021-08-09 17:38:45.169437,jpl,0.5647336089325039,12.18,0.8118,NORMAL,350.86499999999995,284.90238
2_39_125_21_2020-12-07 23:58:03.416933,caltech,0.9538093973984604,24.23,1.6152,SURGE,41.745,67.43209
2_39_125_21_2021-04-23 22:28:28.473108,caltech,0.9985087980912616,26.91,1.794,SURGE,45.705000000000005,81.99477
2_39_78_367_2020-03-02 16:36:02.224639,caltech,0.9260675589547481,22.56,1.5043,SURGE,281.43,423.27072
2_39_128_18_2021-06-28 21:05:04.074970,caltech,0.9993900889453622,26.96,1.7976,SURGE,559.0799999999999,1004.85312
2_39_138_29_2021-07-18 20:24:21.158299,caltech,0.23034195452178444,13.61,0.9071,DISCOUNT,33.81,30.67694
1_1_179_777_2021-07-20 22:17:07.428400,jpl,1.0,27.0,1.8,SURGE,32.26941666666666,58.084949999999985
1_1_194_818_2021-05-28 13:38:12.120695,jpl,0.3741991010806158,9.89,0.6594,NORMAL,184.245,121.47887
2_39_127_19_2021-03-28 05:14:20.874625,caltech,1.0,27.0,1.8,SURGE,12.825,23.085
2_39_139_28_2021-08-09 15:02:04.485599,caltech,0.2062873792363135,13.13,0.875,DISCOUNT,86.73,75.91766
2_39_139_28_2021-03-16 19:25:45.575057,caltech,0.23692183397293476,13.74,0.9159,DISCOUNT,52.74,48.30984
2_39_139_28_2021-06-30 13:37:50.272470,caltech,0.30957283911505357,9.11,0.6077,NORMAL,74.76,45.404239999999994
1_1_191_803_2021-08-16 16:54:24.342686,jpl,1.0,27.0,1.8,SURGE,87.84,158.112
2_39_123_23_2020-03-02 17:22:01.376767,caltech,0.6154784240150094,12.79,0.8524,NORMAL,98.94,84.36283999999999
2_39_81_4550_2021-04-03 17:39:40.297096,caltech,1.0,27.0,1.8,SURGE,817.23,1471.014
1_1_194_821_2021-06-30 14:39:47.304998,jpl,0.05008055108049553,10.0,0.6668,DISCOUNT,10.709999999999999,7.14
2_39_79_380_2021-06-07 15:38:13.918293,caltech,0.13301323643913832,11.66,0.7774,DISCOUNT,47.925,37.2537
2_39_81_4550_2020-11-25 02:06:32.326649,caltech,1.0,27.0,1.8,SURGE,136.35,245.43
2_39_138_29_2020-02-27 00:56:14.736952,caltech,0.7402752194170549,14.28,0.9522,NORMAL,85.605,81.49596
2_39_129_17_2020-12-01 18:07:30.772999,caltech,0.8557238037552999,18.34,1.2229,SURGE,92.955,113.65298
2_39_79_382_2020-06-08 16:47:28.606245,caltech,0.39090992394392016,10.09,0.6727,NORMAL,182.19,122.55314000000001
2_39_81_4550_2021-06-02 21:37:04.715525,caltech,1.0,27.0,1.8,SURGE,90.03,162.054
1_1_193_820_2021-08-13 09:44:45.116800,jpl,0.5780705946610227,12.34,0.8225,NORMAL,207.21,170.46476
2_39_78_365_2021-03-22 00:58:36.477680,caltech,0.99899673940306,26.94,1.796,SURGE,33.959999999999994,60.99216
2_39_139_28_2021-02-22 19:30:30.169595,caltech,0.273182287089749,14.46,0.9642,DISCOUNT,93.975,90.5919
2_39_79_379_2021-02-05 18:08:37.871067,caltech,1.0,27.0,1.8,SURGE,153.0,275.4
2_39_79_381_2021-09-02 18:28:36.949068,caltech,0.08804452441729087,10.76,0.7174,DISCOUNT,29.04,20.83136
2_39_139_28_2021-07-27 01:13:58.536093,caltech,0.794404856162576,14.93,0.9955,NORMAL,86.71499999999999,86.31033
2_39_81_4550_2020-12-02 02:22:24.276303,caltech,1.0,27.0,1.8,SURGE,150.915,271.647
1_1_194_822_2021-06-22 21:14:25.248105,jpl,0.9992423285768404,26.95,1.797,SURGE,53.025000000000006,95.26825
2_39_123_557_2020-03-04 17:50:15.939787,caltech,0.36035126678106394,9.72,0.6483,NORMAL,187.785,121.68468000000001
1_1_193_829_2021-05-24 15:24:20.744969,jpl,0.5502071762320374,12.0,0.8002,NORMAL,137.775,110.22
1_1_191_793_2021-09-07 19:05:57.807600,jpl,0.9996900954506012,26.98,1.7988,SURGE,379.545,682.67494
1_1_193_816_2021-06-28 16:17:52.281668,jpl,0.37672989834373116,9.92,0.6614,NORMAL,88.02000000000001,58.21056
2_39_127_19_2021-06-15 15:39:52.350247,caltech,0.6394489918147335,13.07,0.8716,NORMAL,85.875,74.82575
2_39_81_4550_2021-07-21 02:55:17.771661,caltech,1.0,27.0,1.8,SURGE,434.22,781.596
1_1_191_812_2021-08-25 19:40:20.734539,jpl,0.9836389101094984,26.02,1.7346,SURGE,15.825,27.451099999999997
2_39_78_365_2021-03-09 21:24:22.275301,caltech,0.22363287297950082,13.47,0.8982,DISCOUNT,29.415000000000003,26.41467
2_39_89_25_2021-01-05 23:31:10.508130,caltech,0.9975062344139651,26.85,1.79,SURGE,28.110000000000003,50.316900000000004
2_39_129_17_2021-03-31 16:58:27.169518,caltech,0.8032586558044806,15.2,1.013,SURGE,100.44,101.77919999999999
1_1_191_802_2021-06-15 15:14:52.751002,jpl,0.936433325972428,23.19,1.5457,SURGE,199.26000000000002,308.05596
1_1_179_791_2021-06-08 17:50:42.629640,jpl,0.9992930364086249,26.96,1.7972,SURGE,77.42999999999999,139.16752
2_39_81_4550_2021-01-09 23:40:23.553962,caltech,1.0,27.0,1.8,SURGE,267.12,480.816
1_1_194_822_2021-06-24 14:47:49.877466,jpl,0.418512162567078,10.42,0.6948,NORMAL,255.97500000000002,177.81730000000002
2_39_126_20_2021-09-12 13:41:03.616136,caltech,0.9990919409761633,26.95,1.7964,SURGE,118.05,212.0965
2_39_131_30_2021-09-01 19:45:03.889793,caltech,0.076951811729548,10.54,0.7026,DISCOUNT,9.015,6.33454
1_1_194_826_2021-07-07 12:55:17.202701,jpl,0.5181950992761803,11.62,0.7746,NORMAL,214.60500000000002,166.24733999999998
2_39_130_31_2021-04-21 20:24:05.608619,caltech,0.5451217690124011,11.94,0.7961,NORMAL,95.55,76.0578
2_39_139_28_2020-03-15 17:34:43.180074,caltech,0.9990794722307457,26.94,1.7963,SURGE,277.455,498.30918
1_1_193_816_2021-08-16 15:04:42.345611,jpl,0.9085070285991275,21.51,1.434,SURGE,559.755,802.6886700000001
2_39_79_379_2021-02-01 16:29:01.043586,caltech,0.24621883090339283,13.92,0.9283,DISCOUNT,64.92,60.245760000000004
2_39_128_18_2021-07-06 17:17:14.439615,caltech,0.22834443874935934,13.57,0.9045,DISCOUNT,28.875,26.12225
1_1_179_809_2021-06-09 18:18:46.056079,jpl,0.9996300254871331,26.98,1.7985,SURGE,269.325,484.42589999999996
2_39_81_4550_2021-02-07 01:11:02.175717,caltech,1.0,27.0,1.8,SURGE,311.94,561.492
2_39_129_17_2020-03-07 02:17:28.577610,caltech,0.9177586985991868,22.07,1.471,SURGE,14.084999999999999,20.72373
1_1_179_815_2021-07-07 13:44:00.292101,jpl,1.0,27.0,1.8,SURGE,119.835,215.703
2_39_130_31_2020-02-26 16:40:13.142461,caltech,0.3357822997728261,9.43,0.6286,NORMAL,87.66000000000001,55.10892
2_39_81_4550_2021-08-07 23:36:37.057367,caltech,1.0,27.0,1.8,SURGE,509.46,917.028
2_39_81_4550_2021-04-14 18:42:20.556748,caltech,1.0,27.0,1.8,SURGE,334.71,602.478
2_39_79_377_2021-08-23 16:39:59.331225,caltech,1.0,27.0,1.8,SURGE,105.3,189.54
1_1_179_801_2021-08-30 15:53:06.124651,jpl,0.632254864134928,12.99,0.8658,NORMAL,593.295,513.79347
2_39_125_21_2021-07-21 22:36:34.216554,caltech,0.6074249605055292,12.69,0.8459,NORMAL,41.61,35.202059999999996
2_39_91_437_2021-01-01 16:47:14.750403,caltech,0.9988290398126464,26.93,1.7953,SURGE,98.295,176.47229
2_39_129_17_2021-04-19 15:02:41.274455,caltech,1.0,27.0,1.8,SURGE,12.165000000000001,21.897000000000002
2_39_81_4550_2021-07-27 02:51:57.923905,caltech,1.0,27.0,1.8,SURGE,523.92,943.0559999999999
2_39_81_4550_2021-07-07 20:51:52.611049,caltech,1.0,27.0,1.8,SURGE,124.86,224.748
1_1_193_825_2021-08-04 14:12:21.161773,jpl,0.9997182939883938,26.98,1.7989,SURGE,201.24,361.96368
2_39_81_4550_2021-02-14 18:01:03.639882,caltech,1.0,27.0,1.8,SURGE,437.11499999999995,786.8069999999999
2_39_89_25_2021-07-21 20:00:14.655919,caltech,0.4720163806552262,11.06,0.7376,NORMAL,61.44,45.30176
2_39_92_436_2021-09-08 18:08:46.545287,caltech,0.23671622495151906,13.73,0.9156,DISCOUNT,11.505,10.53091
2_39_79_379_2021-07-22 14:56:10.541093,caltech,0.985493095271307,26.13,1.742,SURGE,533.235,928.89537
1_1_178_828_2021-06-17 13:50:51.634420,jpl,0.9236351927078174,22.42,1.4945,SURGE,149.26500000000001,223.10142000000002
2_39_91_437_2021-05-20 01:44:35.899210,caltech,0.6870244704914662,13.64,0.9096,NORMAL,174.72,158.87872000000002
2_39_81_4550_2021-04-05 22:58:14.400904,caltech,1.0,27.0,1.8,SURGE,198.03,356.454
1_1_178_828_2021-09-01 13:12:24.380173,jpl,0.9616289832077218,24.7,1.6465,SURGE,106.23,174.9254
1_1_191_780_2021-08-02 21:06:07.488867,jpl,0.40075272864132483,10.21,0.6806,NORMAL,117.58500000000001,80.03619
2_39_131_30_2021-07-06 15:02:57.058838,caltech,0.36517172864036335,9.78,0.6521,NORMAL,129.49499999999998,84.43073999999999
2_39_89_25_2021-05-15 14:57:50.367552,caltech,0.5214469808541973,11.66,0.7772,NORMAL,73.83,57.390519999999995
2_39_130_31_2021-09-07 16:09:18.805712,caltech,0.5278490028490028,11.73,0.7823,NORMAL,94.83,74.15706
2_39_95_27_2020-03-03 20:59:57.468559,caltech,0.1310734463276836,11.62,0.7748,DISCOUNT,12.959999999999999,10.039679999999999
1_1_194_821_2021-09-10 15:39:11.139138,jpl,0.3047558309037901,9.06,0.6038,NORMAL,78.705,47.53782
2_39_131_30_2021-07-14 11:46:47.162116,caltech,0.9937242596587565,26.62,1.7749,SURGE,136.695,242.58805999999998
2_39_91_437_2020-03-02 18:27:56.622806,caltech,0.9485782573547503,23.91,1.5943,SURGE,13.875,22.11675
