episode_id,total_sessions,total_kwh,baseline_rev,dynamic_rev,revenue_gain_pct,rev_per_kwh,avg_utilization,pct_congested,pct_underutil,avg_wait_proxy_h,customer_response_pct,pricing_efficiency,surge_thresh,max_surge_mult,max_disc_mult
141,13,150.06799999999998,2251.0199999999995,3838.61851,70.52796110204686,25.579194165141278,0.8295635688275494,69.23076923076923,7.6923076923076925,0.6777160493827161,7.692307691715976,1.7052796110094186,0.65,1.8,0.6
144,7,75.688,1135.32,1939.7125599999997,70.85161540352424,25.627742310199395,0.7917542144460965,71.42857142857143,28.57142857142857,1.0204999999999997,28.571428567346942,1.708516154013293,0.65,1.8,0.61
145,6,67.057,1005.855,1665.4512599999998,65.57568039124368,24.83635205832595,0.8866996269952475,83.33333333333334,0.0,0.8459999999999999,0.0,1.6557568038883967,0.65,1.8,0.61
146,5,73.84,1107.6,1672.26505,50.9809543155914,22.647143147038904,0.5855938050067264,40.0,40.0,1.5193055555555557,39.999999992,1.5098095431359269,0.65,1.8,0.61
147,8,112.285,1684.275,2688.1238300000005,59.60124267114363,23.940186400463645,0.6976241481584665,62.5,37.5,0.7907777777777777,37.4999999953125,1.5960124266975764,0.65,1.8,0.61
148,6,61.818999999999996,927.2850000000001,1636.0250700000001,76.43174105040367,26.46476115714482,0.8602581725033566,83.33333333333334,16.666666666666664,2.451388888888889,16.666666663888886,1.7643174104763213,0.65,1.8,0.61
149,5,81.717,1225.755,2097.3914999999997,71.11017291377873,25.66652593676142,0.767074074074074,60.0,20.0,0.7856481481481481,19.999999996,1.711101729117428,0.65,1.8,0.61
153,7,124.685,1870.275,3282.1157099999996,75.4884019729315,26.32326029573466,0.8621524468673238,71.42857142857143,14.285714285714285,1.4349444444444446,14.285714283673471,1.754884019715644,0.65,1.8,0.61
154,8,99.14699999999999,1487.205,2382.53015,60.201865243823015,24.030279786337154,0.8416840865027944,75.0,12.5,0.8562037037037037,12.4999999984375,1.6020186524224769,0.65,1.8,0.61
155,8,110.584,1658.7599999999998,2931.4071599999997,76.72280257537155,26.50842038607295,0.8649738433924352,75.0,12.5,0.7135185185185184,12.4999999984375,1.7672280257381965,0.65,1.8,0.61
156,9,136.648,2049.72,3661.92092,78.65469039669875,26.79820355931446,0.920810317490777,88.88888888888889,11.11111111111111,0.7552430555555555,11.111111109876543,1.7865469039542972,0.65,1.8,0.61
157,6,138.31,2074.65,3698.8264599999993,78.28676933454878,26.743015399994626,0.982397245524471,100.0,0.0,1.3526388888888887,0.0,1.782867693332975,0.65,1.8,0.61
158,7,118.406,1776.09,3170.6167100000002,78.51666920027786,26.777500379822158,0.9489373488679336,85.71428571428571,0.0,0.7488425925925926,0.0,1.785166691988144,0.65,1.8,0.62
159,8,116.87,1753.05,2664.8649000000005,52.01305724306098,22.80195858626849,0.799812393116806,62.5,12.5,0.5871666666666666,12.4999999984375,1.5201305724178993,0.65,1.8,0.63
160,6,90.637,1359.5549999999998,2203.76194,62.094357344820864,24.314153601461715,0.9021616863490481,66.66666666666666,0.0,0.6934722222222223,0.0,1.620943573430781,0.65,1.8,0.64
161,5,84.17300000000002,1262.595,2077.7802300000003,64.56426882724506,24.684640323801162,0.6223933168701068,40.0,0.0,1.21375,0.0,1.6456426882534108,0.65,1.8,0.65
162,6,48.892,733.38,1195.77495,63.049844555260506,24.457476682801737,0.8272388864923101,66.66666666666666,16.666666666666664,1.1120833333333333,16.666666663888886,1.6304984455201157,0.65,1.8,0.66
163,7,71.22800000000001,1068.4199999999998,1807.70617,69.19434024066456,25.379151035753083,0.7683218222418808,71.42857142857143,28.57142857142857,0.842388888888889,28.571428567346942,1.691943402383539,0.65,1.8,0.67
165,5,40.632,609.48,1066.48498,74.98276891764293,26.247415337018918,0.8351200033693461,80.0,20.0,0.5706944444444444,19.999999996,1.7498276891345945,0.65,1.8,0.67
166,5,131.315,1969.725,3325.5124499999997,68.83130640060473,25.3246959599031,0.8812586057422612,80.0,0.0,0.8250694444444445,0.0,1.68831306399354,0.65,1.8,0.67
167,7,78.48399999999998,1177.26,2030.95735,72.51561677108495,25.877342515342274,0.8237212160993034,71.42857142857143,0.0,0.49477777777777776,0.0,1.7251561676894849,0.65,1.8,0.67
168,9,80.16699999999999,1202.505,1910.70413,58.89365366459275,23.83404804939896,0.8042269799083759,66.66666666666666,11.11111111111111,1.0806944444444444,11.111111109876543,1.5889365366265973,0.65,1.8,0.68
169,9,148.63,2229.4500000000003,3951.1670400000003,77.22608894566945,26.58391334167676,0.8556901916452482,77.77777777777779,11.11111111111111,0.675436507936508,11.111111109876543,1.7722608894451173,0.65,1.8,0.6900000000000001
170,6,69.293,1039.395,1690.3451499999999,62.62779309111297,24.394168963323935,0.7917150149980086,66.66666666666666,0.0,0.6577777777777778,0.0,1.6262779308882622,0.65,1.8,0.7000000000000001
171,6,30.544,458.16,655.1859099999999,43.00373450313643,21.45056017478226,0.6135888796725131,33.33333333333333,33.33333333333333,0.6044444444444445,33.33333332777777,1.430037344985484,0.65,1.8,0.7100000000000001
172,6,116.015,1740.225,3026.57868,73.91881394642998,26.087822091746,0.7625719696190661,66.66666666666666,16.666666666666664,1.1047916666666666,16.666666663888886,1.7391881394497333,0.65,1.8,0.7100000000000001
174,6,121.26899999999999,1819.0349999999999,3078.5534999999995,69.24102614844175,25.386153922062633,0.9215305682308338,83.33333333333334,0.0,0.8599444444444446,0.0,1.6924102614708423,0.65,1.8,0.7100000000000001
176,10,139.929,2098.9350000000004,3595.0510700000004,71.2797714078467,25.691965710998495,0.7621192549135436,60.0,0.0,0.9335185185185185,0.0,1.7127977140665664,0.65,1.8,0.7100000000000001
177,9,168.556,2528.34,4476.98602,77.07215089739628,26.56082263445644,0.8644283327447879,77.77777777777779,11.11111111111111,0.784047619047619,11.111111109876543,1.7707215089637627,0.65,1.8,0.7200000000000001
178,6,40.642,609.63,875.61549,43.63064317693744,21.544596476021244,0.6656277444160343,50.0,16.666666666666664,0.9477777777777777,16.666666663888886,1.4363064317347496,0.65,1.8,0.7300000000000001
180,5,68.393,1025.895,1776.5411000000001,73.16987605936947,25.97548140853632,0.9585898241206031,80.0,0.0,0.6422222222222222,0.0,1.7316987605690881,0.65,1.8,0.7400000000000001
182,7,63.589,953.8349999999999,1215.2702199999999,27.408851635736358,19.11132774506422,0.6669760116537581,57.14285714285714,42.857142857142854,0.9966666666666667,42.857142851020406,1.2740885163376146,0.65,1.8,0.75
183,5,111.89100000000002,1678.3649999999998,2996.2463400000006,78.52173633263419,26.778260449662813,0.8570748560460653,80.0,20.0,0.8557638888888889,19.999999996,1.7852173633108541,0.65,1.8,0.75
184,6,78.06,1170.9,1823.9098300000003,55.76990605512362,23.36548590797636,0.7784736343719931,66.66666666666666,16.666666666666664,0.7752777777777777,16.666666663888886,1.5576990605317573,0.65,1.8,0.75
185,6,34.812,522.1800000000001,756.44793,44.86344364003817,21.72951654539442,0.4691243946309176,33.33333333333333,50.0,0.5841666666666667,49.99999999166667,1.4486344363596282,0.65,1.8,0.75
189,6,76.849,1152.735,1836.36766,59.30527484629226,23.895791226640608,0.6283604423243112,50.0,50.0,0.9656481481481483,49.99999999166667,1.5930527484427073,0.65,1.8,0.75
191,8,127.509,1912.6349999999998,3013.70002,57.56796356855464,23.635194535102347,0.7547641164520928,62.5,12.5,0.9405000000000001,12.4999999984375,1.5756796356734897,0.65,1.8,0.75
193,8,101.46600000000001,1521.99,2739.582,79.99999999994742,26.999999999733898,1.0,100.0,0.0,2.165972222222222,0.0,1.7999999999822598,0.65,1.8,0.75
194,5,86.22700000000002,1293.405,2328.129,79.99999999993814,26.999999999686864,1.0,100.0,0.0,6.050777777777778,0.0,1.7999999999791243,0.65,1.8,0.75
195,6,81.98,1229.7,2213.46,79.99999999993494,26.99999999967065,1.0,100.0,0.0,3.0449537037037033,0.0,1.7999999999780434,0.65,1.8,0.75
196,10,132.312,1984.6800000000003,3572.424,79.99999999995966,26.999999999795936,1.0,100.0,0.0,2.141888888888889,0.0,1.7999999999863958,0.65,1.8,0.75
197,9,112.86600000000001,1692.99,3047.382,79.99999999995275,26.999999999760774,1.0,100.0,0.0,2.440864197530864,0.0,1.7999999999840517,0.65,1.8,0.75
198,10,80.18799999999999,1202.82,2165.0759999999996,79.99999999993346,26.999999999663288,1.0,100.0,0.0,2.0677499999999998,0.0,1.7999999999775524,0.65,1.8,0.75
199,11,141.289,2119.335,3814.803,79.99999999996224,26.999999999808907,1.0,100.0,0.0,2.181590909090909,0.0,1.7999999999872605,0.65,1.8,0.75
201,9,129.113,1936.6950000000002,3486.0509999999995,79.99999999995865,26.99999999979088,1.0,100.0,0.0,1.654783950617284,0.0,1.7999999999860588,0.65,1.8,0.75
202,7,109.22500000000001,1638.375,2949.075,79.99999999995117,26.9999999997528,1.0,100.0,0.0,1.1901984126984126,0.0,1.79999999998352,0.65,1.8,0.75
203,11,140.703,2110.545,3798.9809999999998,79.99999999996209,26.999999999808107,1.0,100.0,0.0,2.2827525252525254,0.0,1.7999999999872072,0.65,1.8,0.75
204,8,64.536,968.04,1742.472,79.99999999991736,26.999999999581625,1.0,100.0,0.0,4.362534722222222,0.0,1.7999999999721084,0.65,1.8,0.75
205,5,84.471,1267.065,2280.7169999999996,79.99999999993682,26.99999999968036,1.0,100.0,0.0,3.2778888888888886,0.0,1.7999999999786906,0.65,1.8,0.75
206,9,104.521,1567.815,2822.067,79.99999999994897,26.99999999974168,1.0,100.0,0.0,1.9192901234567898,0.0,1.7999999999827785,0.65,1.8,0.75
207,8,101.445,1521.675,2739.0150000000003,79.99999999994746,26.99999999973385,1.0,100.0,0.0,4.144444444444445,0.0,1.7999999999822565,0.65,1.8,0.75
208,6,75.522,1132.83,2039.094,79.9999999999294,26.999999999642487,1.0,100.0,0.0,2.2475925925925924,0.0,1.7999999999761658,0.65,1.8,0.75
209,10,121.37595194444445,1820.639279166667,2748.5396801750003,50.965636720335795,22.644845507868002,0.8055059455307767,70.0,10.0,1.3543253968253968,9.999999999,1.5096563671912002,0.65,1.8,0.75
210,7,47.775999999999996,716.64,1117.25437,55.901759600279235,23.385263939564112,0.7137761135480403,57.14285714285714,14.285714285714285,0.90875,14.285714283673471,1.5590175959709407,0.65,1.8,0.75
211,5,34.824,522.36,698.42104,33.7049238072714,20.055738570524476,0.7944661116722811,60.0,0.0,1.4460185185185186,0.0,1.337049238034965,0.65,1.8,0.75
214,5,20.876391278375213,313.1458691756282,331.14959661887775,5.749310214625454,15.862396531436747,0.4242078244950152,20.0,60.0,0.9727777777777777,59.999999988,1.0574931020957832,0.65,1.8,0.75
217,8,47.025000000000006,705.375,922.71642,30.812180754873914,19.621827112820373,0.58586197931948,37.5,37.5,1.6829629629629632,37.4999999953125,1.3081218075213583,0.65,1.8,0.75
218,6,87.344,1310.16,1646.7928000000002,25.694022104150875,18.854103315409713,0.6949609293900214,50.0,16.666666666666664,8.040648148148149,16.666666663888886,1.2569402210273142,0.65,1.8,0.75
220,6,26.391000000000002,395.865,420.34125,6.182979045871235,15.92744685627951,0.6240684690997526,16.666666666666664,16.666666666666664,0.8572222222222222,16.666666663888886,1.061829790418634,0.65,1.8,0.75
222,7,55.67100000000001,835.065,914.85245,9.554639459192323,16.43319591858538,0.8152979397188249,71.42857142857143,14.285714285714285,1.1548888888888889,14.285714283673471,1.0955463945723587,0.65,1.8,0.75
223,5,21.378999999999998,320.685,567.7056,77.0290471956062,26.554357078134885,0.939043468454012,80.0,0.0,0.93125,0.0,1.770290471875659,0.65,1.8,0.75
224,8,43.834,657.51,1007.97251,53.301472220873755,22.995220832618624,0.7740908936157683,62.5,12.5,1.0571666666666666,12.4999999984375,1.533014722174575,0.65,1.8,0.75
225,9,62.882000000000005,943.23,1469.5565299999998,55.800444218212085,23.370066632369035,0.7253860563182342,55.55555555555556,22.22222222222222,0.8927777777777777,22.222222219753085,1.5580044421579358,0.65,1.8,0.75
226,7,106.628,1599.42,2714.25716,69.7025896887186,25.455388453075596,0.9225026661926768,85.71428571428571,0.0,0.8173148148148148,0.0,1.6970258968717065,0.65,1.8,0.75
227,9,170.81500000000003,2562.225,3892.1628699999997,51.90558479444548,22.785837719036465,0.7542992571554801,55.55555555555556,0.0,1.0897222222222223,0.0,1.5190558479357643,0.65,1.8,0.75
228,6,66.356,995.3400000000001,1594.18205,60.16457190501718,24.02468578539959,0.6318210364961138,50.0,33.33333333333333,3.9225,33.33333332777777,1.6016457190266393,0.65,1.8,0.75
229,7,132.291,1984.3649999999998,3559.36012,79.37023279483394,26.90553491902771,0.9378144129947269,85.71428571428571,0.0,0.6170833333333333,0.0,1.7937023279351805,0.65,1.8,0.75
230,6,77.61699999999999,1164.255,1995.7139600000003,71.41553697422694,25.712330545811977,0.7307914506624534,66.66666666666666,33.33333333333333,0.9695138888888889,33.33333332777777,1.7141553697207985,0.65,1.8,0.75
231,5,32.803000000000004,492.04499999999996,647.92524,31.680078041578163,19.75201170564424,0.5729261635917097,40.0,40.0,0.7348611111111112,39.999999992,1.3168007803762827,0.65,1.8,0.75
232,8,75.17500000000001,1127.625,1806.2838,60.18479547716644,24.027719321263344,0.6149611249777057,37.5,37.5,0.7849074074074074,37.4999999953125,1.6018479547508897,0.65,1.8,0.75
233,9,130.995,1964.925,3254.59958,65.63479929256046,24.845219893699415,0.8769760732845477,66.66666666666666,0.0,1.3463888888888889,0.0,1.6563479929132943,0.65,1.8,0.75
234,13,112.15,1682.25,2535.47583,50.71932411945268,22.607898617720835,0.7542599656938751,61.53846153846154,15.384615384615385,0.7544444444444444,15.384615383431951,1.507193241181389,0.65,1.8,0.75
235,14,133.481,2002.215,3217.8237099999997,60.71319563580298,24.106979345194397,0.7325135575924031,50.0,21.428571428571427,0.6477380952380952,21.428571427040815,1.6071319563462931,0.65,1.8,0.75
236,8,84.66900000000001,1270.035,1953.36382,53.80393611195454,23.070590416527054,0.7668430814827769,62.5,25.0,1.2815555555555556,24.999999996875,1.5380393611018035,0.65,1.8,0.75
237,6,81.73200000000001,1225.9800000000002,2113.15224,72.36433220764415,25.854649830839143,0.8830724070450099,83.33333333333334,16.666666666666664,2.1269444444444443,16.666666663888886,1.7236433220559428,0.65,1.8,0.75
238,8,86.46199999999999,1296.93,1866.84809,43.94362764370941,21.591544146311772,0.6484215844390623,37.5,0.0,1.0830555555555554,0.0,1.4394362764207849,0.65,1.8,0.75
239,11,98.09500000000001,1471.425,2372.02051,61.20566865449397,24.180850297933826,0.7460616940932034,54.54545454545454,18.181818181818183,1.156851851851852,18.181818180165287,1.6120566865289219,0.65,1.8,0.75
240,8,125.71,1885.65,2635.25247,39.75300135229774,20.962950202681068,0.656936894419965,25.0,12.5,0.9806944444444445,12.4999999984375,1.3975300135120712,0.65,1.8,0.75
241,9,81.175,1217.625,1963.6422599999999,61.26822790262907,24.190234185103908,0.8548146309167178,66.66666666666666,0.0,1.4696296296296296,0.0,1.612682279006927,0.65,1.8,0.75
242,13,232.25500000000002,3483.825,5899.733550000001,69.34643818215058,25.4019657272162,0.8500867025352868,69.23076923076923,7.6923076923076925,2.010740740740741,7.692307691715976,1.6934643818144133,0.65,1.8,0.75
244,11,167.146,2507.1899999999996,4358.9828099999995,73.85929307309225,26.07889396081223,0.9021258142618158,81.81818181818183,0.0,0.9425308641975307,0.0,1.7385929307208154,0.65,1.8,0.75
245,12,146.85299999999998,2202.795,3405.02308,54.577392812288664,23.186608921689132,0.7614877143672674,66.66666666666666,25.0,2.1763194444444443,24.999999997916667,1.5457739281126088,0.65,1.8,0.75
246,13,174.36100000000002,2615.4149999999995,4553.92934,74.11880485503292,26.117820728109393,0.8378363307532825,76.92307692307693,15.384615384615385,0.8475277777777779,15.384615383431951,1.7411880485406261,0.65,1.8,0.75
247,8,75.663,1134.945,1899.90094,67.40026521103016,25.11003978133156,0.7617975302220383,75.0,25.0,1.0962037037037036,24.999999996875,1.6740026520887707,0.65,1.8,0.75
248,10,121.608,1824.12,2954.6836699999994,61.97857980831194,24.29678697105209,0.6996622786449432,50.0,10.0,0.6538888888888889,9.999999999,1.6197857980701393,0.65,1.8,0.75
249,11,175.29400000000004,2629.4100000000003,4521.84689,71.97192107732455,25.79578816145563,0.8201861443915732,72.72727272727273,18.181818181818183,1.0057291666666666,18.181818180165287,1.7197192107637087,0.65,1.8,0.75
250,10,217.95400000000004,3269.3100000000004,5838.589959999999,78.58783535361323,26.78817530292268,0.9845028086755427,100.0,0.0,0.9799444444444445,0.0,1.7858783535281788,0.65,1.8,0.75
251,9,62.73100418160252,940.9650627240378,1445.363042897272,53.604326042934694,23.040648906081454,0.6880103823204576,55.55555555555556,33.33333333333333,0.554111111111111,33.333333329629625,1.5360432604054304,0.65,1.8,0.75
252,8,103.15299999999999,1547.2950000000003,2594.98935,67.7113510997788,25.15670266472951,0.8307030526534233,62.5,0.0,0.9751666666666665,0.0,1.6771135109819675,0.65,1.8,0.75
253,14,158.49200000000002,2377.38,3539.965,48.90194247446815,22.335291371032383,0.7505986514158095,64.28571428571429,14.285714285714285,1.1096296296296295,14.285714284693876,1.4890194247354922,0.65,1.8,0.75
254,18,120.674,1810.11,2885.8625300000003,59.43022965451858,23.914534447984533,0.7611576032982685,55.55555555555556,16.666666666666664,1.457,16.66666666574074,1.5943022965323022,0.65,1.8,0.75
255,9,128.142,1922.1299999999999,3232.3592099999996,68.16548360409121,25.22482254042215,0.8134529907346977,66.66666666666666,0.0,0.788287037037037,0.0,1.6816548360281434,0.65,1.8,0.75
256,14,227.545,3413.175,5654.7238,65.67342137450738,24.851013206069787,0.7582601889170474,64.28571428571429,7.142857142857142,1.8294753086419755,7.142857142346938,1.656734213737986,0.65,1.8,0.75
257,7,97.777,1466.6550000000002,2625.60632,79.02003675023842,26.853005512269213,0.908885225958229,85.71428571428571,0.0,2.780601851851852,0.0,1.7902003674846143,0.65,1.8,0.75
258,9,127.256,1908.8400000000001,3037.45676,59.12579158019575,23.868868736846444,0.7458009719095011,55.55555555555556,11.11111111111111,0.665888888888889,11.111111109876543,1.591257915789763,0.65,1.8,0.75
259,8,50.256,753.84,1060.4817,40.67729226355636,21.101593839121666,0.7724434542008436,50.0,12.5,0.8077777777777777,12.4999999984375,1.4067729226081112,0.65,1.8,0.75
260,10,183.485,2752.2749999999996,4602.944659999999,67.24145152644003,25.086217728832946,0.7647762929118211,60.0,10.0,0.8645833333333334,9.999999999,1.6724145152555296,0.65,1.8,0.75
261,11,161.025,2415.3749999999995,3985.5997399999997,65.00956331829842,24.751434497595085,0.7714144804115388,63.63636363636363,18.181818181818183,1.8575396825396826,18.181818180165287,1.6500956331730057,0.65,1.8,0.75
262,10,127.168,1907.5200000000002,2942.4409800000003,54.25479051330825,23.138218576818552,0.7818290507145071,60.0,10.0,0.8803240740740742,9.999999999,1.5425479051212367,0.65,1.8,0.75
263,9,94.514,1417.71,2333.7104499999996,64.61127099331692,24.691690648743126,0.7495967126420299,66.66666666666666,22.22222222222222,1.0592592592592591,22.222222219753085,1.6461127099162085,0.65,1.8,0.75
264,5,53.111000000000004,796.6650000000001,1330.0704,66.95479279236949,25.043218918396505,0.9378851135029901,80.0,0.0,0.8987500000000002,0.0,1.6695479278931002,0.65,1.8,0.75
265,9,80.983,1214.7449999999997,1822.4688899999999,50.02892705872427,22.50433905853692,0.7096220867622525,55.55555555555556,22.22222222222222,0.49822222222222223,22.222222219753085,1.500289270569128,0.65,1.8,0.75
266,10,75.366,1130.49,1545.68732,36.727199709827836,20.50907995620692,0.540917030100113,30.0,20.0,1.4321296296296298,19.999999998,1.3672719970804614,0.65,1.8,0.75
